1576080345639 2019_12_11_10_05_45_639 2.734449 0.478300  0.000014786
2019_12_11_10_06_15_793 1576080375793 30154 30083 138 69.0214  
2019_12_11_10_06_15_794 1576080375794 30155 30084 378 185.644  
2019_12_11_10_06_15_810 1576080375810 30171 30100 371 182.219  
2019_12_11_10_06_15_811 1576080375811 30172 30101 950 470.464  
2019_12_11_10_06_15_815 1576080375815 30176 30104 274 134.899  
2019_12_11_10_06_15_827 1576080375827 30188 30116 167 83.0229  
2019_12_11_10_06_15_842 1576080375842 30203 30131 131 65.6455  
2019_12_11_10_06_15_846 1576080375846 30207 30135 2821 1469.68  
2019_12_11_10_06_15_913 1576080375913 30274 30202 409 200.833  
2019_12_11_10_06_15_925 1576080375925 30286 30214 1026 509.035  
2019_12_11_10_06_16_021 1576080376021 30382 30310 231 114.011  
2019_12_11_10_06_16_043 1576080376043 30404 30332 105 53.119  
2019_12_11_10_06_16_064 1576080376064 30425 30353 186 92.2098  
2019_12_11_10_06_16_145 1576080376145 30506 30434 165 82.0565  
2019_12_11_10_06_16_164 1576080376164 30525 30453 171 84.9561  
2019_12_11_10_06_16_168 1576080376168 30529 30457 652 320.872  
2019_12_11_10_06_16_182 1576080376182 30543 30471 642 315.897  
2019_12_11_10_06_16_184 1576080376184 30545 30473 2889 1507.95  
2019_12_11_10_06_16_188 1576080376188 30549 30477 267 131.495  
2019_12_11_10_06_16_268 1576080376268 30629 30557 229 113.041  
2019_12_11_10_06_16_272 1576080376272 30633 30561 673 331.327  
2019_12_11_10_06_16_334 1576080376334 30695 30622 311 152.916  
2019_12_11_10_06_16_375 1576080376375 30736 30663 387 190.051  
2019_12_11_10_06_16_416 1576080376416 30777 30704 1284 641.248  
2019_12_11_10_06_16_442 1576080376442 30803 30730 675 332.324  
2019_12_11_10_06_16_446 1576080376446 30807 30734 297 146.094  
2019_12_11_10_06_16_471 1576080376471 30832 30759 811 400.361  
2019_12_11_10_06_16_482 1576080376482 30843 30770 409 200.833  
2019_12_11_10_06_16_504 1576080376504 30865 30792 209 103.345  
2019_12_11_10_06_16_510 1576080376510 30871 30798 569 279.674  
2019_12_11_10_06_16_516 1576080376516 30877 30804 389 191.031  
2019_12_11_10_06_16_533 1576080376533 30894 30821 121 60.8252  
2019_12_11_10_06_16_564 1576080376564 30925 30852 282 138.791  
2019_12_11_10_06_16_628 1576080376628 30989 30916 683 336.311  
2019_12_11_10_06_16_630 1576080376630 30991 30918 301 148.042  
2019_12_11_10_06_16_928 1576080376928 31289 31216 625 307.448  
2019_12_11_10_06_16_929 1576080376929 31290 31217 673 331.327  
2019_12_11_10_06_16_930 1576080376930 31291 31218 871 430.551  
2019_12_11_10_06_16_930 1576080376930 31291 31217 226 111.585  
2019_12_11_10_06_16_931 1576080376931 31292 31218 259 127.606  
2019_12_11_10_06_16_931 1576080376931 31292 31218 435 213.593  
2019_12_11_10_06_16_931 1576080376931 31292 31218 275 135.385  
2019_12_11_10_06_16_931 1576080376931 31292 31218 408 200.342  
2019_12_11_10_06_16_931 1576080376931 31292 31218 267 131.495  
2019_12_11_10_06_16_931 1576080376931 31292 31218 404 198.381  
2019_12_11_10_06_16_980 1576080376980 31341 31267 91 46.3822  
2019_12_11_10_06_16_985 1576080376985 31346 31272 566 278.189  
2019_12_11_10_06_17_002 1576080377002 31363 31289 231 114.011  
2019_12_11_10_06_17_006 1576080377006 31367 31293 246 121.291  
2019_12_11_10_06_17_019 1576080377019 31380 31306 49 26.2066  
2019_12_11_10_06_17_035 1576080377035 31396 31322 235 115.951  
2019_12_11_10_06_17_045 1576080377045 31406 31332 486 238.681  
2019_12_11_10_06_17_067 1576080377067 31428 31354 238 117.407  
2019_12_11_10_06_17_137 1576080377137 31498 31424 154 76.7433  
2019_12_11_10_06_17_181 1576080377181 31542 31468 285 140.251  
2019_12_11_10_06_17_182 1576080377182 31543 31469 4095 2209.31  
2019_12_11_10_06_17_230 1576080377230 31591 31516 1443 723.709  
2019_12_11_10_06_17_270 1576080377270 31631 31556 675 332.324  
2019_12_11_10_06_17_335 1576080377335 31696 31621 306 150.479  
2019_12_11_10_06_17_358 1576080377358 31719 31644 381 187.113  
2019_12_11_10_06_17_361 1576080377361 31722 31647 123 61.789  
2019_12_11_10_06_17_422 1576080377422 31783 31708 293 144.146  
2019_12_11_10_06_17_423 1576080377423 31784 31709 238 117.407  
2019_12_11_10_06_17_505 1576080377505 31866 31791 1351 675.905  
2019_12_11_10_06_17_510 1576080377510 31871 31796 326 160.232  
2019_12_11_10_06_17_520 1576080377520 31881 31806 481 236.218  
2019_12_11_10_06_17_534 1576080377534 31895 31820 141 70.4687  
2019_12_11_10_06_17_587 1576080377587 31948 31873 270 132.953  
2019_12_11_10_06_17_591 1576080377591 31952 31877 177 87.8568  
2019_12_11_10_06_17_615 1576080377615 31976 31901 165 82.0565  
2019_12_11_10_06_17_651 1576080377651 32012 31937 674 331.825  
2019_12_11_10_06_17_674 1576080377674 32035 31960 1362 681.607  
2019_12_11_10_06_17_679 1576080377679 32040 31965 204 100.923  
2019_12_11_10_06_17_718 1576080377718 32079 32003 3331 1760.01  
2019_12_11_10_06_17_774 1576080377774 32135 32059 544 267.305  
2019_12_11_10_06_17_782 1576080377782 32143 32067 708 348.782  
2019_12_11_10_06_17_805 1576080377805 32166 32090 625 307.448  
2019_12_11_10_06_17_841 1576080377841 32202 32126 115 57.9345  
2019_12_11_10_06_17_960 1576080377960 32321 32245 439 215.558  
2019_12_11_10_06_17_970 1576080377970 32331 32255 182 90.2748  
2019_12_11_10_06_17_971 1576080377971 32332 32256 208 102.861  
2019_12_11_10_06_17_975 1576080377975 32336 32260 1052 522.269  
2019_12_11_10_06_18_010 1576080378010 32371 32295 198 98.0175  
2019_12_11_10_06_18_030 1576080378030 32391 32315 232 114.496  
2019_12_11_10_06_18_054 1576080378054 32415 32339 1341 670.724  
2019_12_11_10_06_18_061 1576080378061 32422 32346 344 169.019  
2019_12_11_10_06_18_070 1576080378070 32431 32355 286 140.738  
2019_12_11_10_06_18_074 1576080378074 32435 32359 252 124.205  
2019_12_11_10_06_18_079 1576080378079 32440 32364 240 118.378  
2019_12_11_10_06_18_176 1576080378176 32537 32461 292 143.659  
2019_12_11_10_06_18_255 1576080378255 32616 32539 277 136.358  
2019_12_11_10_06_18_307 1576080378307 32668 32591 977 484.147  
2019_12_11_10_06_18_338 1576080378338 32699 32622 427 209.664  
2019_12_11_10_06_18_394 1576080378394 32755 32678 114 57.4528  
2019_12_11_10_06_18_398 1576080378398 32759 32682 4095 2209.31  
2019_12_11_10_06_18_403 1576080378403 32764 32687 332 163.16  
2019_12_11_10_06_18_426 1576080378426 32787 32710 1564 786.963  
2019_12_11_10_06_18_483 1576080378483 32844 32767 3819 2045.01  
2019_12_11_10_06_18_493 1576080378493 32854 32777 478 234.74  
2019_12_11_10_06_18_507 1576080378507 32868 32791 148 73.8467  
2019_12_11_10_06_18_528 1576080378528 32889 32812 294 144.633  
2019_12_11_10_06_18_529 1576080378529 32890 32813 518 254.461  
2019_12_11_10_06_18_537 1576080378537 32898 32821 694 341.796  
2019_12_11_10_06_18_548 1576080378548 32909 32832 351 172.439  
2019_12_11_10_06_18_568 1576080378568 32929 32852 138 69.0214  
2019_12_11_10_06_18_585 1576080378585 32946 32869 124 62.271  
2019_12_11_10_06_18_600 1576080378600 32961 32884 113 56.9711  
2019_12_11_10_06_18_673 1576080378673 33034 32956 197 97.5334  
2019_12_11_10_06_18_675 1576080378675 33036 32958 332 163.16  
2019_12_11_10_06_18_689 1576080378689 33050 32972 264 130.036  
2019_12_11_10_06_18_707 1576080378707 33068 32990 1012 501.917  
2019_12_11_10_06_18_708 1576080378708 33069 32991 175 86.8898  
2019_12_11_10_06_18_976 1576080378976 33337 33259 321 157.792  
2019_12_11_10_06_18_977 1576080378977 33338 33260 629 309.435  
2019_12_11_10_06_18_978 1576080378978 33339 33261 730 359.773  
2019_12_11_10_06_18_978 1576080378978 33339 33261 243 119.834  
2019_12_11_10_06_18_978 1576080378978 33339 33261 533 261.869  
2019_12_11_10_06_18_988 1576080378988 33349 33271 4095 2209.31  
2019_12_11_10_06_18_992 1576080378992 33353 33275 303 149.017  
2019_12_11_10_06_19_033 1576080379033 33394 33316 227 112.07  
2019_12_11_10_06_19_075 1576080379075 33436 33358 942 466.413  
2019_12_11_10_06_19_101 1576080379101 33462 33384 943 466.92  
2019_12_11_10_06_19_119 1576080379119 33480 33402 89 45.4203  
2019_12_11_10_06_19_124 1576080379124 33485 33407 325 159.744  
2019_12_11_10_06_19_144 1576080379144 33505 33426 322 158.28  
2019_12_11_10_06_19_152 1576080379152 33513 33434 269 132.467  
2019_12_11_10_06_19_178 1576080379178 33539 33460 166 82.5397  
2019_12_11_10_06_19_183 1576080379183 33544 33465 1261 629.382  
2019_12_11_10_06_19_229 1576080379229 33590 33511 1489 747.705  
2019_12_11_10_06_19_236 1576080379236 33597 33518 193 95.5971  
2019_12_11_10_06_19_251 1576080379251 33612 33533 582 286.113  
2019_12_11_10_06_19_286 1576080379286 33647 33568 501 246.074  
2019_12_11_10_06_19_300 1576080379300 33661 33582 258 127.12  
2019_12_11_10_06_19_335 1576080379335 33696 33617 200 98.9859  
2019_12_11_10_06_19_351 1576080379351 33712 33633 176 87.3733  
2019_12_11_10_06_19_356 1576080379356 33717 33638 658 323.858  
2019_12_11_10_06_19_369 1576080379369 33730 33651 171 84.9561  
2019_12_11_10_06_19_607 1576080379607 33968 33889 92 46.8632  
2019_12_11_10_06_19_613 1576080379613 33974 33895 114 57.4528  
2019_12_11_10_06_19_633 1576080379633 33994 33915 332 163.16  
2019_12_11_10_06_19_654 1576080379654 34015 33936 476 233.755  
2019_12_11_10_06_19_675 1576080379675 34036 33957 401 196.91  
2019_12_11_10_06_19_742 1576080379742 34103 34023 148 73.8467  
2019_12_11_10_06_19_824 1576080379824 34185 34105 196 97.0493  
2019_12_11_10_06_19_835 1576080379835 34196 34116 211 104.314  
2019_12_11_10_06_19_839 1576080379839 34200 34120 344 169.019  
2019_12_11_10_06_19_896 1576080379896 34257 34177 497 244.102  
2019_12_11_10_06_19_932 1576080379932 34293 34213 180 89.3075  
2019_12_11_10_06_19_939 1576080379939 34300 34220 730 359.773  
2019_12_11_10_06_19_970 1576080379970 34331 34251 339 166.577  
2019_12_11_10_06_19_971 1576080379971 34332 34252 366 179.773  
2019_12_11_10_06_19_973 1576080379973 34334 34254 253 124.691  
2019_12_11_10_06_19_988 1576080379988 34349 34269 220 108.676  
2019_12_11_10_06_19_989 1576080379989 34350 34270 439 215.558  
2019_12_11_10_06_19_995 1576080379995 34356 34276 147 73.3641  
2019_12_11_10_06_20_079 1576080380079 34440 34360 930 460.342  
2019_12_11_10_06_20_173 1576080380173 34534 34454 576 283.141  
2019_12_11_10_06_20_185 1576080380185 34546 34466 1974 1004.51  
2019_12_11_10_06_20_216 1576080380216 34577 34497 220 108.676  
2019_12_11_10_06_20_227 1576080380227 34588 34507 431 211.628  
2019_12_11_10_06_20_236 1576080380236 34597 34516 417 204.757  
2019_12_11_10_06_20_249 1576080380249 34610 34529 477 234.248  
2019_12_11_10_06_20_266 1576080380266 34627 34546 1154 574.383  
2019_12_11_10_06_20_300 1576080380300 34661 34580 344 169.019  
2019_12_11_10_06_20_302 1576080380302 34663 34582 1133 563.629  
2019_12_11_10_06_20_305 1576080380305 34666 34585 198 98.0175  
2019_12_11_10_06_20_333 1576080380333 34694 34613 209 103.345  
2019_12_11_10_06_20_342 1576080380342 34703 34622 319 156.817  
2019_12_11_10_06_20_397 1576080380397 34758 34677 693 341.297  
2019_12_11_10_06_20_400 1576080380400 34761 34680 623 306.454  
2019_12_11_10_06_20_417 1576080380417 34778 34697 256 126.148  
2019_12_11_10_06_20_425 1576080380425 34786 34705 226 111.585  
2019_12_11_10_06_20_447 1576080380447 34808 34727 385 189.072  
2019_12_11_10_06_20_555 1576080380555 34916 34835 145 72.3988  
2019_12_11_10_06_20_608 1576080380608 34969 34888 406 199.361  
2019_12_11_10_06_20_614 1576080380614 34975 34894 259 127.606  
2019_12_11_10_06_20_639 1576080380639 35000 34918 2488 1284.27  
2019_12_11_10_06_20_681 1576080380681 35042 34960 374 183.687  
2019_12_11_10_06_20_720 1576080380720 35081 34999 424 208.192  
2019_12_11_10_06_20_746 1576080380746 35107 35025 250 123.234  
2019_12_11_10_06_21_024 1576080381024 35385 35303 211 104.314  
2019_12_11_10_06_21_025 1576080381025 35386 35304 191 94.6291  
2019_12_11_10_06_21_026 1576080381026 35387 35305 592 291.07  
2019_12_11_10_06_21_026 1576080381026 35387 35305 126 63.235  
2019_12_11_10_06_21_026 1576080381026 35387 35305 359 176.35  
2019_12_11_10_06_21_026 1576080381026 35387 35305 114 57.4528  
2019_12_11_10_06_21_026 1576080381026 35387 35305 342 168.042  
2019_12_11_10_06_21_027 1576080381027 35388 35306 254 125.177  
2019_12_11_10_06_21_027 1576080381027 35388 35306 379 186.134  
2019_12_11_10_06_21_028 1576080381028 35389 35307 150 74.8121  
2019_12_11_10_06_21_059 1576080381059 35420 35338 440 216.049  
2019_12_11_10_06_21_064 1576080381064 35425 35343 276 135.872  
2019_12_11_10_06_21_137 1576080381137 35498 35416 460 225.881  
2019_12_11_10_06_21_166 1576080381166 35527 35444 249 122.748  
2019_12_11_10_06_21_177 1576080381177 35538 35455 301 148.042  
2019_12_11_10_06_21_263 1576080381263 35624 35541 340 167.066  
2019_12_11_10_06_21_330 1576080381330 35691 35608 128 64.1991  
2019_12_11_10_06_21_354 1576080381354 35715 35632 408 200.342  
2019_12_11_10_06_21_432 1576080381432 35793 35710 105 53.119  
2019_12_11_10_06_21_435 1576080381435 35796 35713 385 189.072  
2019_12_11_10_06_21_442 1576080381442 35803 35720 220 108.676  
2019_12_11_10_06_21_461 1576080381461 35822 35739 234 115.466  
2019_12_11_10_06_21_462 1576080381462 35823 35740 148 73.8467  
2019_12_11_10_06_21_472 1576080381472 35833 35750 1185 590.282  
2019_12_11_10_06_21_478 1576080381478 35839 35756 539 264.834  
2019_12_11_10_06_21_526 1576080381526 35887 35804 218 107.707  
2019_12_11_10_06_21_590 1576080381590 35951 35868 169 83.9894  
2019_12_11_10_06_21_598 1576080381598 35959 35876 214 105.768  
2019_12_11_10_06_21_605 1576080381605 35966 35883 112 56.4895  
2019_12_11_10_06_21_641 1576080381641 36002 35919 401 196.91  
2019_12_11_10_06_21_648 1576080381648 36009 35925 655 322.364  
2019_12_11_10_06_21_658 1576080381658 36019 35935 929 459.836  
2019_12_11_10_06_21_711 1576080381711 36072 35988 176 87.3733  
2019_12_11_10_06_21_715 1576080381715 36076 35992 380 186.624  
2019_12_11_10_06_21_738 1576080381738 36099 36015 277 136.358  
2019_12_11_10_06_21_747 1576080381747 36108 36024 131 65.6455  
2019_12_11_10_06_21_757 1576080381757 36118 36034 225 111.1  
2019_12_11_10_06_21_863 1576080381863 36224 36140 534 262.363  
2019_12_11_10_06_21_916 1576080381916 36277 36193 702 345.788  
2019_12_11_10_06_21_917 1576080381917 36278 36194 718 353.776  
2019_12_11_10_06_21_948 1576080381948 36309 36225 297 146.094  
2019_12_11_10_06_21_957 1576080381957 36318 36234 164 81.5733  
2019_12_11_10_06_22_003 1576080382003 36364 36280 264 130.036  
2019_12_11_10_06_22_009 1576080382009 36370 36286 512 251.5  
2019_12_11_10_06_22_067 1576080382067 36428 36344 405 198.871  
2019_12_11_10_06_22_089 1576080382089 36450 36366 454 222.93  
2019_12_11_10_06_22_091 1576080382091 36452 36368 385 189.072  
2019_12_11_10_06_22_106 1576080382106 36467 36383 216 106.737  
2019_12_11_10_06_22_168 1576080382168 36529 36444 484 237.695  
2019_12_11_10_06_22_170 1576080382170 36531 36446 112 56.4895  
2019_12_11_10_06_22_177 1576080382177 36538 36453 326 160.232  
2019_12_11_10_06_22_194 1576080382194 36555 36470 240 118.378  
2019_12_11_10_06_22_224 1576080382224 36585 36500 122 61.3071  
2019_12_11_10_06_22_285 1576080382285 36646 36561 220 108.676  
2019_12_11_10_06_22_339 1576080382339 36700 36615 138 69.0214  
2019_12_11_10_06_22_356 1576080382356 36717 36632 146 72.8814  
2019_12_11_10_06_22_395 1576080382395 36756 36671 482 236.71  
2019_12_11_10_06_22_451 1576080382451 36812 36727 204 100.923  
2019_12_11_10_06_22_460 1576080382460 36821 36736 220 108.676  
2019_12_11_10_06_22_483 1576080382483 36844 36759 480 235.725  
2019_12_11_10_06_22_484 1576080382484 36845 36760 160 79.641  
2019_12_11_10_06_22_556 1576080382556 36917 36832 774 381.796  
2019_12_11_10_06_22_557 1576080382557 36918 36833 407 199.852  
2019_12_11_10_06_22_582 1576080382582 36943 36858 196 97.0493  
2019_12_11_10_06_22_690 1576080382690 37051 36966 485 238.188  
2019_12_11_10_06_22_761 1576080382761 37122 37036 4095 2209.31  
2019_12_11_10_06_22_784 1576080382784 37145 37059 456 223.914  
2019_12_11_10_06_22_790 1576080382790 37151 37065 232 114.496  
2019_12_11_10_06_22_796 1576080382796 37157 37071 388 190.541  
2019_12_11_10_06_23_072 1576080383072 37433 37347 507 249.033  
2019_12_11_10_06_23_073 1576080383073 37434 37348 176 87.3733  
2019_12_11_10_06_23_074 1576080383074 37435 37349 646 317.887  
2019_12_11_10_06_23_074 1576080383074 37435 37349 199 98.5017  
2019_12_11_10_06_23_074 1576080383074 37435 37349 2210 1131.99  
2019_12_11_10_06_23_074 1576080383074 37435 37349 229 113.041  
2019_12_11_10_06_23_131 1576080383131 37492 37406 157 78.192  
2019_12_11_10_06_23_158 1576080383158 37519 37433 503 247.06  
2019_12_11_10_06_23_177 1576080383177 37538 37452 243 119.834  
2019_12_11_10_06_23_187 1576080383187 37548 37462 407 199.852  
2019_12_11_10_06_23_231 1576080383231 37592 37506 223 110.131  
2019_12_11_10_06_23_268 1576080383268 37629 37543 336 165.112  
2019_12_11_10_06_23_286 1576080383286 37647 37561 147 73.3641  
2019_12_11_10_06_23_361 1576080383361 37722 37635 164 81.5733  
2019_12_11_10_06_23_390 1576080383390 37751 37664 159 79.1579  
2019_12_11_10_06_23_405 1576080383405 37766 37679 188 93.1774  
2019_12_11_10_06_23_413 1576080383413 37774 37687 256 126.148  
2019_12_11_10_06_23_427 1576080383427 37788 37701 150 74.8121  
2019_12_11_10_06_23_521 1576080383521 37882 37795 214 105.768  
2019_12_11_10_06_23_527 1576080383527 37888 37801 164 81.5733  
2019_12_11_10_06_23_537 1576080383537 37898 37811 293 144.146  
2019_12_11_10_06_23_561 1576080383561 37922 37835 219 108.191  
2019_12_11_10_06_23_584 1576080383584 37945 37858 1106 549.821  
2019_12_11_10_06_23_594 1576080383594 37955 37868 295 145.12  
2019_12_11_10_06_23_630 1576080383630 37991 37904 389 191.031  
2019_12_11_10_06_23_674 1576080383674 38035 37948 1614 813.227  
2019_12_11_10_06_23_678 1576080383678 38039 37952 375 184.176  
2019_12_11_10_06_23_722 1576080383722 38083 37996 333 163.648  
2019_12_11_10_06_23_734 1576080383734 38095 38008 288 141.711  
2019_12_11_10_06_23_735 1576080383735 38096 38009 684 336.809  
2019_12_11_10_06_23_748 1576080383748 38109 38021 469 230.309  
2019_12_11_10_06_23_852 1576080383852 38213 38125 3544 1883.54  
2019_12_11_10_06_23_878 1576080383878 38239 38151 254 125.177  
2019_12_11_10_06_23_929 1576080383929 38290 38202 178 88.3403  
2019_12_11_10_06_24_000 1576080384000 38361 38273 182 90.2748  
2019_12_11_10_06_24_019 1576080384019 38380 38292 1289 643.83  
2019_12_11_10_06_24_029 1576080384029 38390 38302 317 155.841  
2019_12_11_10_06_24_038 1576080384038 38399 38311 853 421.483  
2019_12_11_10_06_24_043 1576080384043 38404 38316 449 220.472  
2019_12_11_10_06_24_070 1576080384070 38431 38343 318 156.329  
2019_12_11_10_06_24_090 1576080384090 38451 38363 103 52.1562  
2019_12_11_10_06_24_093 1576080384093 38454 38366 227 112.07  
2019_12_11_10_06_24_173 1576080384173 38534 38446 444 218.014  
2019_12_11_10_06_24_264 1576080384264 38625 38537 300 147.555  
2019_12_11_10_06_24_286 1576080384286 38647 38559 168 83.5062  
2019_12_11_10_06_24_301 1576080384301 38662 38574 149 74.3294  
2019_12_11_10_06_24_313 1576080384313 38674 38586 1083 538.075  
2019_12_11_10_06_24_331 1576080384331 38692 38603 303 149.017  
2019_12_11_10_06_24_344 1576080384344 38705 38616 1803 913.175  
2019_12_11_10_06_24_384 1576080384384 38745 38656 165 82.0565  
2019_12_11_10_06_24_417 1576080384417 38778 38689 183 90.7585  
2019_12_11_10_06_24_492 1576080384492 38853 38764 177 87.8568  
2019_12_11_10_06_24_495 1576080384495 38856 38767 183 90.7585  
2019_12_11_10_06_24_553 1576080384553 38914 38825 165 82.0565  
2019_12_11_10_06_24_570 1576080384570 38931 38842 492 241.637  
2019_12_11_10_06_24_610 1576080384610 38971 38882 188 93.1774  
2019_12_11_10_06_24_623 1576080384623 38984 38895 251 123.719  
2019_12_11_10_06_24_625 1576080384625 38986 38897 725 357.274  
2019_12_11_10_06_24_629 1576080384629 38990 38901 158 78.675  
2019_12_11_10_06_24_637 1576080384637 38998 38909 237 116.922  
2019_12_11_10_06_24_674 1576080384674 39035 38946 177 87.8568  
2019_12_11_10_06_24_700 1576080384700 39061 38972 323 158.768  
2019_12_11_10_06_24_703 1576080384703 39064 38975 380 186.624  
2019_12_11_10_06_24_710 1576080384710 39071 38982 67 34.8469  
2019_12_11_10_06_24_743 1576080384743 39104 39015 456 223.914  
2019_12_11_10_06_24_841 1576080384841 39202 39112 870 430.047  
2019_12_11_10_06_24_863 1576080384863 39224 39134 618 303.971  
2019_12_11_10_06_25_120 1576080385120 39481 39391 554 272.251  
2019_12_11_10_06_25_121 1576080385121 39482 39392 349 171.462  
2019_12_11_10_06_25_122 1576080385122 39483 39393 171 84.9561  
2019_12_11_10_06_25_122 1576080385122 39483 39393 301 148.042  
2019_12_11_10_06_25_122 1576080385122 39483 39393 898 444.171  
2019_12_11_10_06_25_122 1576080385122 39483 39393 1199 597.472  
2019_12_11_10_06_25_122 1576080385122 39483 39393 173 85.9229  
2019_12_11_10_06_25_122 1576080385122 39483 39393 138 69.0214  
2019_12_11_10_06_25_122 1576080385122 39483 39393 1084 538.586  
2019_12_11_10_06_25_122 1576080385122 39483 39393 301 148.042  
2019_12_11_10_06_25_123 1576080385123 39484 39394 226 111.585  
2019_12_11_10_06_25_131 1576080385131 39492 39402 129 64.6812  
2019_12_11_10_06_25_146 1576080385146 39507 39417 2483 1281.51  
2019_12_11_10_06_25_250 1576080385250 39611 39521 1521 764.435  
2019_12_11_10_06_25_279 1576080385279 39640 39550 1292 645.379  
2019_12_11_10_06_25_314 1576080385314 39675 39584 966 478.57  
2019_12_11_10_06_25_359 1576080385359 39720 39629 332 163.16  
2019_12_11_10_06_25_399 1576080385399 39760 39669 485 238.188  
2019_12_11_10_06_25_403 1576080385403 39764 39673 2785 1449.48  
2019_12_11_10_06_25_408 1576080385408 39769 39678 463 227.357  
2019_12_11_10_06_25_442 1576080385442 39803 39712 107 54.0818  
2019_12_11_10_06_25_474 1576080385474 39835 39744 569 279.674  
2019_12_11_10_06_25_480 1576080385480 39841 39750 830 409.909  
2019_12_11_10_06_25_516 1576080385516 39877 39786 1157 575.92  
2019_12_11_10_06_25_524 1576080385524 39885 39794 4095 2209.31  
2019_12_11_10_06_25_525 1576080385525 39886 39795 3921 2105.47  
2019_12_11_10_06_25_532 1576080385532 39893 39802 867 428.535  
2019_12_11_10_06_25_543 1576080385543 39904 39813 157 78.192  
2019_12_11_10_06_25_571 1576080385571 39932 39841 346 169.996  
2019_12_11_10_06_25_583 1576080385583 39944 39853 1311 655.198  
2019_12_11_10_06_25_630 1576080385630 39991 39900 129 64.6812  
2019_12_11_10_06_25_720 1576080385720 40081 39990 169 83.9894  
2019_12_11_10_06_25_723 1576080385723 40084 39992 231 114.011  
2019_12_11_10_06_25_741 1576080385741 40102 40010 363 178.306  
2019_12_11_10_06_25_805 1576080385805 40166 40074 193 95.5971  
2019_12_11_10_06_25_881 1576080385881 40242 40150 168 83.5062  
2019_12_11_10_06_25_928 1576080385928 40289 40197 665 327.343  
2019_12_11_10_06_25_940 1576080385940 40301 40209 76 39.1707  
2019_12_11_10_06_25_989 1576080385989 40350 40258 152 75.7777  
2019_12_11_10_06_25_997 1576080385997 40358 40266 336 165.112  
2019_12_11_10_06_26_028 1576080386028 40389 40297 496 243.609  
2019_12_11_10_06_26_033 1576080386033 40394 40302 1381 691.465  
2019_12_11_10_06_26_099 1576080386099 40460 40368 546 268.294  
2019_12_11_10_06_26_136 1576080386136 40497 40405 106 53.6004  
2019_12_11_10_06_26_147 1576080386147 40508 40416 504 247.553  
2019_12_11_10_06_26_155 1576080386155 40516 40424 745 367.274  
2019_12_11_10_06_26_174 1576080386174 40535 40443 225 111.1  
2019_12_11_10_06_26_194 1576080386194 40555 40463 148 73.8467  
2019_12_11_10_06_26_289 1576080386289 40650 40558 150 74.8121  
2019_12_11_10_06_26_357 1576080386357 40718 40625 317 155.841  
2019_12_11_10_06_26_413 1576080386413 40774 40681 692 340.798  
2019_12_11_10_06_26_423 1576080386423 40784 40691 164 81.5733  
2019_12_11_10_06_26_426 1576080386426 40787 40694 155 77.2262  
2019_12_11_10_06_26_436 1576080386436 40797 40704 281 138.304  
2019_12_11_10_06_26_463 1576080386463 40824 40731 239 117.893  
2019_12_11_10_06_26_464 1576080386464 40825 40732 146 72.8814  
2019_12_11_10_06_26_470 1576080386470 40831 40738 4095 2209.31  
2019_12_11_10_06_26_515 1576080386515 40876 40783 216 106.737  
2019_12_11_10_06_26_579 1576080386579 40940 40847 150 74.8121  
2019_12_11_10_06_26_596 1576080386596 40957 40864 248 122.262  
2019_12_11_10_06_26_597 1576080386597 40958 40865 420 206.229  
2019_12_11_10_06_26_616 1576080386616 40977 40884 553 271.756  
2019_12_11_10_06_26_637 1576080386637 40998 40905 392 192.5  
2019_12_11_10_06_26_638 1576080386638 40999 40906 161 80.124  
2019_12_11_10_06_26_706 1576080386706 41067 40974 178 88.3403  
2019_12_11_10_06_26_754 1576080386754 41115 41022 989 490.235  
2019_12_11_10_06_26_796 1576080386796 41157 41063 358 175.861  
2019_12_11_10_06_26_797 1576080386797 41158 41064 740 364.773  
2019_12_11_10_06_26_808 1576080386808 41169 41075 157 78.192  
2019_12_11_10_06_26_821 1576080386821 41182 41088 200 98.9859  
2019_12_11_10_06_26_822 1576080386822 41183 41089 630 309.932  
2019_12_11_10_06_27_168 1576080387168 41529 41435 390 191.52  
2019_12_11_10_06_27_169 1576080387169 41530 41436 128 64.1991  
2019_12_11_10_06_27_170 1576080387170 41531 41437 337 165.601  
2019_12_11_10_06_27_170 1576080387170 41531 41437 1351 675.905  
2019_12_11_10_06_27_170 1576080387170 41531 41437 167 83.0229  
2019_12_11_10_06_27_170 1576080387170 41531 41437 1153 573.871  
2019_12_11_10_06_27_170 1576080387170 41531 41437 81 41.5738  
2019_12_11_10_06_27_209 1576080387209 41570 41476 180 89.3075  
2019_12_11_10_06_27_216 1576080387216 41577 41483 926 458.319  
2019_12_11_10_06_27_256 1576080387256 41617 41523 288 141.711  
2019_12_11_10_06_27_278 1576080387278 41639 41545 198 98.0175  
2019_12_11_10_06_27_328 1576080387328 41689 41595 162 80.6071  
2019_12_11_10_06_27_367 1576080387367 41728 41634 207 102.376  
2019_12_11_10_06_27_481 1576080387481 41842 41747 144 71.9162  
2019_12_11_10_06_27_496 1576080387496 41857 41762 227 112.07  
2019_12_11_10_06_27_507 1576080387507 41868 41773 225 111.1  
2019_12_11_10_06_27_517 1576080387517 41878 41783 371 182.219  
2019_12_11_10_06_27_518 1576080387518 41879 41784 293 144.146  
